ticket_id,customerID,issue_type,priority,channel,status,created_days_ago,resolution_hours,resolution
TKT-000295,9108-EQPNQ,Internet Connectivity,Medium,Email,Open,189,8.77,Pending
TKT-000296,9108-EQPNQ,Payment Issue,Medium,Email,Closed,70,13.0,Service configuration updated
TKT-000297,9108-EQPNQ,Equipment,Low,Web,Resolved,233,28.59,Service configuration updated
TKT-000298,1989-PRJHP,Billing,High,Web,Closed,264,13.99,Service configuration updated
TKT-000299,1989-PRJHP,Streaming,High,Phone,Resolved,138,18.85,Customer provided troubleshooting steps
TKT-000300,1989-PRJHP,Streaming,High,Email,In Progress,240,31.26,Pending
TKT-000301,4695-VADHF,Account Access,Medium,Chat,In Progress,235,17.64,Pending
TKT-000302,7649-SIJJF,Service Change,Low,Web,Open,275,42.79,Pending
TKT-000303,7460-ITWWP,Equipment,Medium,Web,Closed,292,49.65,Escalated to specialist
TKT-000304,2632-TACXW,Equipment,Low,Phone,In Progress,69,17.12,Pending
TKT-000305,1767-CJKBA,Billing,Low,Web,Resolved,98,15.46,Billing adjustment applied
TKT-000306,6445-TNRXS,Technical Support,Low,Phone,Open,165,61.31,Pending
TKT-000307,4581-LNWUM,Payment Issue,Medium,Web,Resolved,53,40.97,Issue resolved remotely
TKT-000308,4581-LNWUM,Internet Connectivity,Medium,Chat,Open,304,9.43,Pending
TKT-000309,1236-WFCDV,Payment Issue,Medium,Chat,Closed,99,70.78,Escalated to specialist
TKT-000310,1236-WFCDV,Billing,Medium,Phone,Resolved,289,71.21,Billing adjustment applied
TKT-000311,3354-OADJP,Technical Support,Medium,Web,Resolved,56,38.39,Escalated to specialist
TKT-000312,3524-WQDSG,Billing,Medium,Web,In Progress,17,35.11,Pending
TKT-000313,0376-YMCJC,Technical Support,High,Web,In Progress,265,18.34,Pending
TKT-000314,0376-YMCJC,Internet Connectivity,High,Web,Resolved,332,9.97,Escalated to specialist
TKT-000315,0376-YMCJC,Internet Connectivity,Medium,Phone,Resolved,261,19.6,Replacement equipment requested
TKT-000316,0376-YMCJC,Service Change,Medium,Phone,Resolved,111,37.86,Replacement equipment requested
TKT-000317,1730-VFMWO,Equipment,Low,Email,In Progress,157,16.21,Pending
TKT-000318,6166-ILMNY,Billing,Medium,Phone,Closed,108,67.96,Account information updated
TKT-000319,6166-ILMNY,Account Access,High,Email,Closed,178,9.21,Billing adjustment applied
TKT-000320,0655-RBDUG,Technical Support,High,Phone,Resolved,27,12.47,Escalated to specialist
TKT-000321,0655-RBDUG,Billing,High,Phone,In Progress,301,12.94,Pending
TKT-000322,0655-RBDUG,Internet Connectivity,High,Phone,Resolved,125,6.87,Billing adjustment applied
TKT-000323,4121-AGSIN,Internet Connectivity,Medium,Email,Closed,17,42.04,Service configuration updated
TKT-000324,1751-NCDLI,Payment Issue,High,Email,Closed,62,28.54,Payment method updated
TKT-000325,1751-NCDLI,Payment Issue,Medium,Phone,Closed,338,57.29,Escalated to specialist
TKT-000326,9878-TNQGW,Service Change,Medium,Chat,Closed,293,62.84,Service configuration updated
TKT-000327,9878-TNQGW,Billing,Medium,Phone,Resolved,240,24.97,Payment method updated
TKT-000328,7029-RPUAV,Technical Support,High,Email,In Progress,334,14.49,Pending
TKT-000329,7029-RPUAV,Technical Support,Medium,Web,In Progress,19,30.52,Pending
TKT-000330,8590-YFFQO,Technical Support,Medium,Email,In Progress,3,69.93,Pending
TKT-000331,8717-VCTXJ,Billing,Low,Chat,In Progress,111,40.45,Pending
TKT-000332,8717-VCTXJ,Equipment,Low,Chat,Resolved,95,76.57,Issue resolved remotely
TKT-000333,7363-QTBIW,Billing,High,Chat,In Progress,138,33.99,Pending
TKT-000334,7363-QTBIW,Equipment,Medium,Web,Resolved,122,36.33,Replacement equipment requested
TKT-000335,7363-QTBIW,Billing,Medium,Web,Closed,115,38.87,Account information updated
TKT-000336,3312-UUMZW,Billing,Medium,Email,Closed,126,30.73,Billing adjustment applied
TKT-000337,3312-UUMZW,Technical Support,Medium,Email,In Progress,313,53.14,Pending
TKT-000338,3312-UUMZW,Billing,Medium,Phone,Resolved,215,14.02,Replacement equipment requested
TKT-000339,3312-UUMZW,Streaming,High,Phone,Closed,310,15.79,Billing adjustment applied
TKT-000340,1271-UODNO,Internet Connectivity,Low,Phone,Resolved,242,33.27,Payment method updated
TKT-000341,6900-RBKER,Account Access,Low,Web,Resolved,364,52.92,Account information updated
TKT-000342,1459-QNFQT,Streaming,Low,Chat,Closed,128,58.34,Issue resolved remotely
TKT-000343,0074-HDKDG,Streaming,Low,Web,Open,11,93.16,Pending
TKT-000344,0074-HDKDG,Technical Support,Low,Chat,Closed,338,93.49,Service configuration updated
TKT-000345,9330-DHBFL,Equipment,Low,Phone,Resolved,57,82.03,Account information updated
TKT-000346,9330-DHBFL,Technical Support,Low,Chat,Resolved,113,22.11,Customer provided troubleshooting steps
TKT-000347,2446-ZKVAF,Payment Issue,Low,Email,In Progress,61,77.94,Pending
TKT-000348,2446-ZKVAF,Internet Connectivity,Low,Chat,Open,225,12.52,Pending
TKT-000349,0841-NULXI,Streaming,High,Web,Resolved,318,14.39,Payment method updated
TKT-000350,0841-NULXI,Technical Support,Medium,Email,Resolved,225,13.04,Escalated to specialist
TKT-000351,0841-NULXI,Technical Support,Medium,Phone,Resolved,100,56.9,Customer provided troubleshooting steps
TKT-000352,8992-CEUEN,Equipment,Low,Web,Open,272,40.37,Pending
TKT-000353,8777-PVYGU,Internet Connectivity,Low,Web,Resolved,303,52.69,Service configuration updated
TKT-000354,8777-PVYGU,Equipment,Low,Chat,Resolved,77,51.91,Account information updated
TKT-000355,8777-PVYGU,Account Access,Low,Phone,In Progress,189,43.11,Pending
TKT-000356,8292-ITGYJ,Billing,Medium,Phone,Closed,110,11.6,Issue resolved remotely
TKT-000357,8292-ITGYJ,Equipment,Low,Web,Resolved,104,64.8,Account information updated
TKT-000358,9359-UGBTK,Streaming,Low,Phone,Closed,106,107.72,Payment method updated
TKT-000359,7129-ACFOG,Service Change,Low,Web,Resolved,128,61.92,Service configuration updated
TKT-000360,7129-ACFOG,Internet Connectivity,Low,Web,In Progress,15,106.19,Pending
TKT-000361,6270-OMFIW,Billing,Low,Phone,Closed,159,12.93,Customer provided troubleshooting steps
TKT-000362,1346-UFHAX,Payment Issue,Medium,Chat,Open,39,45.9,Pending
TKT-000363,5461-QKNTN,Internet Connectivity,Low,Email,Resolved,354,32.47,Billing adjustment applied
TKT-000364,5461-QKNTN,Billing,Medium,Chat,Resolved,252,65.12,Account information updated
TKT-000365,4660-IRIBM,Internet Connectivity,Medium,Phone,In Progress,195,51.64,Pending
TKT-000366,4660-IRIBM,Streaming,Low,Web,Resolved,127,37.56,Issue resolved remotely
TKT-000367,8089-UZWLX,Billing,Medium,Phone,In Progress,274,14.2,Pending
TKT-000368,6077-BDPXA,Service Change,Medium,Chat,Closed,96,61.0,Account information updated
TKT-000369,6077-BDPXA,Service Change,High,Chat,Resolved,70,22.8,Escalated to specialist
TKT-000370,6077-BDPXA,Service Change,Medium,Email,Closed,182,20.95,Customer provided troubleshooting steps
TKT-000371,6077-BDPXA,Technical Support,High,Phone,Resolved,176,22.66,Payment method updated
TKT-000372,0013-MHZWF,Service Change,Medium,Chat,Resolved,291,42.4,Service configuration updated
TKT-000373,9866-QEVEE,Billing,Medium,Email,Resolved,202,13.79,Replacement equipment requested
TKT-000374,9866-QEVEE,Account Access,Medium,Chat,Closed,139,45.85,Service configuration updated
TKT-000375,0040-HALCW,Technical Support,Medium,Web,Closed,97,11.22,Billing adjustment applied
TKT-000376,2294-DMMUS,Internet Connectivity,Low,Web,Closed,359,23.42,Customer provided troubleshooting steps
TKT-000377,2788-CJQAQ,Payment Issue,Low,Chat,Closed,209,77.74,Issue resolved remotely
TKT-000378,0668-OGMHD,Technical Support,Low,Email,Closed,237,71.64,Service configuration updated
TKT-000379,0668-OGMHD,Internet Connectivity,Medium,Phone,Resolved,229,68.83,Replacement equipment requested
TKT-000380,0668-OGMHD,Payment Issue,Low,Email,Open,240,69.5,Pending
TKT-000381,6507-ZJSUR,Technical Support,Medium,Phone,Open,256,61.55,Pending
TKT-000382,6507-ZJSUR,Billing,Medium,Phone,Resolved,128,44.05,Customer provided troubleshooting steps
TKT-000383,6766-HFKLA,Service Change,Medium,Email,In Progress,19,61.06,Pending
TKT-000384,9220-ZNKJI,Account Access,Low,Phone,Closed,13,75.25,Escalated to specialist
TKT-000385,9992-UJOEL,Technical Support,Low,Web,Resolved,1,48.69,Payment method updated
TKT-000386,9992-UJOEL,Internet Connectivity,Medium,Email,Resolved,162,28.46,Customer provided troubleshooting steps
TKT-000387,4821-WQOYN,Technical Support,Low,Email,Resolved,119,86.82,Billing adjustment applied
TKT-000388,2388-LAESQ,Internet Connectivity,Low,Chat,Open,224,92.65,Pending
TKT-000389,8711-LOBKY,Account Access,Low,Phone,Open,167,119.52,Pending
TKT-000390,8985-OOPOS,Account Access,Medium,Web,Closed,58,52.59,Service configuration updated
TKT-000391,2616-FLVQC,Billing,Medium,Chat,Open,130,20.46,Pending
TKT-000392,2616-FLVQC,Billing,Low,Phone,Resolved,73,55.46,Payment method updated
TKT-000393,9968-FFVVH,Equipment,Low,Phone,In Progress,267,21.58,Pending
TKT-000394,9968-FFVVH,Technical Support,Medium,Web,Closed,305,37.23,Replacement equipment requested
TKT-000395,8390-FESFV,Billing,Low,Phone,Resolved,287,49.93,Replacement equipment requested
TKT-000396,8390-FESFV,Equipment,Medium,Chat,Resolved,32,39.63,Billing adjustment applied
TKT-000397,6729-GDNGC,Equipment,Medium,Email,Closed,332,22.61,Escalated to specialist
TKT-000398,4945-RVMTE,Account Access,Low,Phone,Resolved,22,38.06,Billing adjustment applied
TKT-000399,4945-RVMTE,Billing,Low,Chat,Closed,255,58.29,Service configuration updated
TKT-000400,4945-RVMTE,Technical Support,Low,Phone,Closed,260,94.08,Replacement equipment requested
TKT-000401,9788-YTFGE,Equipment,Low,Chat,Closed,336,83.77,Account information updated
TKT-000402,3161-ONRWK,Streaming,Low,Chat,Closed,25,112.11,Payment method updated
TKT-000403,3161-ONRWK,Technical Support,Low,Phone,Open,115,54.83,Pending
TKT-000404,3910-MRQOY,Internet Connectivity,Low,Email,Closed,222,74.08,Issue resolved remotely
TKT-000405,0121-SNYRK,Account Access,Low,Web,Resolved,113,66.11,Service configuration updated
TKT-000406,1768-ZAIFU,Payment Issue,High,Chat,Resolved,213,8.91,Account information updated
TKT-000407,1768-ZAIFU,Account Access,Medium,Phone,Closed,271,24.33,Replacement equipment requested
TKT-000408,7690-KPNCU,Streaming,Low,Email,Closed,181,29.91,Account information updated
TKT-000409,2293-IJWPS,Billing,Low,Chat,Closed,246,53.89,Service configuration updated
TKT-000410,2293-IJWPS,Payment Issue,Medium,Email,Resolved,114,18.91,Customer provided troubleshooting steps
TKT-000411,2845-HSJCY,Streaming,Medium,Phone,In Progress,11,22.49,Pending
TKT-000412,2845-HSJCY,Technical Support,High,Web,Open,189,29.84,Pending
TKT-000413,5469-NUJUR,Technical Support,Low,Chat,Closed,113,54.49,Customer provided troubleshooting steps
TKT-000414,7266-GSSJX,Billing,Low,Phone,Resolved,202,61.68,Billing adjustment applied
TKT-000415,7266-GSSJX,Internet Connectivity,Low,Web,Closed,361,103.2,Issue resolved remotely
TKT-000416,7249-WBIYX,Payment Issue,Medium,Phone,Closed,282,39.81,Customer provided troubleshooting steps
TKT-000417,7249-WBIYX,Billing,Medium,Chat,Closed,40,64.45,Issue resolved remotely
TKT-000418,3071-MVJCD,Equipment,Low,Web,Resolved,159,111.26,Replacement equipment requested
TKT-000419,3071-MVJCD,Billing,Low,Email,Open,185,84.94,Pending
TKT-000420,1131-SUEKT,Streaming,Low,Email,Closed,57,93.44,Issue resolved remotely
TKT-000421,1131-SUEKT,Internet Connectivity,Low,Phone,Resolved,193,24.63,Customer provided troubleshooting steps
TKT-000422,3717-OEAUQ,Account Access,Medium,Chat,In Progress,87,42.51,Pending
TKT-000423,3717-OEAUQ,Equipment,Medium,Phone,Closed,168,71.26,Replacement equipment requested
TKT-000424,3334-CTHOL,Technical Support,Medium,Chat,Resolved,275,71.89,Account information updated
TKT-000425,3334-CTHOL,Technical Support,Low,Phone,Resolved,102,47.51,Customer provided troubleshooting steps
TKT-000426,9089-UOWJG,Internet Connectivity,Low,Email,Open,76,16.31,Pending
TKT-000427,9089-UOWJG,Billing,Medium,Web,In Progress,93,67.09,Pending
TKT-000428,8621-MNIHH,Service Change,Medium,Email,Closed,339,37.77,Replacement equipment requested
TKT-000429,8621-MNIHH,Internet Connectivity,High,Phone,Closed,314,18.81,Payment method updated
TKT-000430,3569-EDBPQ,Service Change,Medium,Phone,Resolved,191,10.92,Billing adjustment applied
TKT-000431,3569-EDBPQ,Payment Issue,Low,Phone,Resolved,277,75.48,Customer provided troubleshooting steps
TKT-000432,5419-CONWX,Billing,High,Web,Resolved,101,30.08,Payment method updated
TKT-000433,5419-CONWX,Internet Connectivity,High,Chat,Closed,349,27.93,Payment method updated
TKT-000434,7861-UVUFT,Technical Support,High,Phone,Resolved,152,7.96,Payment method updated
TKT-000435,7861-UVUFT,Technical Support,High,Phone,Closed,274,18.65,Service configuration updated
TKT-000436,8785-CJSHH,Internet Connectivity,Low,Phone,In Progress,53,69.14,Pending
TKT-000437,5357-TZHPP,Internet Connectivity,Medium,Phone,Resolved,171,22.2,Service configuration updated
TKT-000438,5357-TZHPP,Billing,High,Phone,Open,71,35.4,Pending
TKT-000439,0506-LVNGN,Account Access,High,Email,Open,147,23.94,Pending
TKT-000440,0506-LVNGN,Technical Support,Medium,Phone,Closed,156,32.26,Escalated to specialist
TKT-000441,7677-SJJJK,Streaming,Low,Web,Closed,223,28.11,Replacement equipment requested
TKT-000442,2480-EJWYP,Service Change,Medium,Phone,In Progress,93,10.21,Pending
TKT-000443,7055-HNEOJ,Streaming,Low,Chat,In Progress,220,75.7,Pending
TKT-000444,7055-HNEOJ,Service Change,Medium,Chat,Resolved,188,21.29,Service configuration updated
TKT-000445,5514-YQENT,Equipment,Low,Phone,Resolved,260,38.42,Issue resolved remotely
TKT-000446,8445-DNBAE,Streaming,Medium,Phone,Closed,242,34.77,Billing adjustment applied
TKT-000447,8445-DNBAE,Internet Connectivity,High,Email,Closed,339,28.85,Customer provided troubleshooting steps
TKT-000448,2958-NHPPS,Equipment,Low,Phone,Resolved,191,38.78,Issue resolved remotely
TKT-000449,6890-PFRQX,Payment Issue,Medium,Web,Open,42,42.75,Pending
TKT-000450,6890-PFRQX,Internet Connectivity,Low,Phone,Resolved,93,82.29,Payment method updated
TKT-000451,6890-PFRQX,Billing,Medium,Chat,Resolved,71,53.44,Replacement equipment requested
TKT-000452,7893-IXHRQ,Equipment,Low,Phone,In Progress,262,19.17,Pending
TKT-000453,7893-IXHRQ,Internet Connectivity,Low,Phone,Resolved,75,97.41,Service configuration updated
TKT-000454,6234-PFPXL,Internet Connectivity,Medium,Web,Resolved,301,21.45,Replacement equipment requested
TKT-000455,6234-PFPXL,Streaming,Low,Web,Closed,171,92.53,Customer provided troubleshooting steps
TKT-000456,9824-QCJPK,Payment Issue,Low,Phone,Open,276,43.64,Pending
TKT-000457,8970-ANWXO,Payment Issue,Low,Chat,In Progress,281,21.89,Pending
TKT-000458,8970-ANWXO,Internet Connectivity,Low,Chat,Resolved,216,73.64,Payment method updated
TKT-000459,9480-BQJEI,Internet Connectivity,Low,Chat,Closed,234,97.31,Payment method updated
TKT-000460,9283-LZQOH,Internet Connectivity,Medium,Chat,Closed,262,8.32,Service configuration updated
TKT-000461,9283-LZQOH,Internet Connectivity,High,Email,Resolved,245,18.32,Account information updated
TKT-000462,5469-CTCWN,Streaming,Low,Email,Resolved,288,107.75,Customer provided troubleshooting steps
TKT-000463,5469-CTCWN,Billing,Low,Chat,Closed,315,78.67,Payment method updated
TKT-000464,1092-GANHU,Internet Connectivity,Medium,Web,Resolved,51,64.5,Customer provided troubleshooting steps
TKT-000465,1092-GANHU,Internet Connectivity,Medium,Phone,Resolved,53,36.7,Replacement equipment requested
TKT-000466,2924-KHUVI,Streaming,Medium,Email,Closed,5,29.6,Escalated to specialist
TKT-000467,7881-EVUAD,Account Access,Medium,Phone,In Progress,91,57.98,Pending
TKT-000468,7881-EVUAD,Payment Issue,Medium,Web,In Progress,272,66.82,Pending
TKT-000469,6184-DYUOB,Equipment,Medium,Web,Closed,329,13.35,Issue resolved remotely
TKT-000470,6184-DYUOB,Technical Support,Low,Email,In Progress,81,115.61,Pending
TKT-000471,9327-QSDED,Account Access,Medium,Chat,Resolved,160,68.01,Customer provided troubleshooting steps
TKT-000472,9327-QSDED,Internet Connectivity,Low,Chat,Closed,2,80.3,Payment method updated
TKT-000473,0330-IVZHA,Service Change,Medium,Phone,In Progress,335,29.2,Pending
TKT-000474,0330-IVZHA,Technical Support,Medium,Web,In Progress,93,52.09,Pending
TKT-000475,3794-NFNCH,Technical Support,Medium,Phone,Open,100,56.71,Pending
TKT-000476,3794-NFNCH,Payment Issue,Low,Web,Closed,6,30.69,Billing adjustment applied
TKT-000477,3794-NFNCH,Streaming,Low,Chat,Closed,13,88.87,Replacement equipment requested
TKT-000478,7114-AEOZE,Internet Connectivity,Low,Web,Resolved,294,32.1,Issue resolved remotely
TKT-000479,7114-AEOZE,Internet Connectivity,Low,Email,Open,170,118.08,Pending
TKT-000480,4237-RLAQD,Internet Connectivity,Medium,Chat,Resolved,85,20.07,Issue resolved remotely
TKT-000481,4237-RLAQD,Billing,Medium,Chat,Closed,64,71.01,Replacement equipment requested
TKT-000482,4237-RLAQD,Service Change,Low,Web,Closed,255,66.78,Issue resolved remotely
TKT-000483,2245-ADZFJ,Internet Connectivity,Low,Phone,In Progress,361,90.52,Pending
TKT-000484,2245-ADZFJ,Equipment,Low,Phone,In Progress,222,71.77,Pending
TKT-000485,2245-ADZFJ,Service Change,Low,Web,Resolved,211,28.66,Issue resolved remotely
TKT-000486,9313-QOLTZ,Payment Issue,Medium,Chat,Closed,192,34.67,Escalated to specialist
TKT-000487,9313-QOLTZ,Billing,Low,Phone,Open,229,87.74,Pending
TKT-000488,9313-QOLTZ,Payment Issue,Low,Chat,In Progress,93,13.4,Pending
TKT-000489,4672-FOTSD,Internet Connectivity,Low,Chat,Closed,106,27.01,Replacement equipment requested
TKT-000490,7338-ERIVA,Service Change,Low,Web,Resolved,62,24.11,Payment method updated
TKT-000491,7338-ERIVA,Technical Support,Low,Phone,In Progress,164,42.77,Pending
TKT-000492,4751-ERMAN,Internet Connectivity,Medium,Email,Resolved,287,15.35,Billing adjustment applied
TKT-000493,1436-ZMJAN,Internet Connectivity,Medium,Web,Closed,45,43.39,Escalated to specialist
TKT-000494,3292-PBZEJ,Technical Support,Medium,Phone,Closed,295,44.18,Billing adjustment applied
TKT-000495,3292-PBZEJ,Billing,Medium,Phone,Closed,6,29.68,Payment method updated
TKT-000496,5014-WUQMG,Internet Connectivity,Medium,Phone,Closed,342,46.06,Escalated to specialist
TKT-000497,9254-RBFON,Service Change,Low,Web,Closed,152,46.97,Service configuration updated
TKT-000498,1205-WNWPJ,Service Change,Low,Phone,In Progress,59,80.98,Pending
TKT-000499,2720-FVBQP,Technical Support,Low,Web,Resolved,226,74.53,Replacement equipment requested
TKT-000500,9906-NHHVC,Technical Support,Medium,Web,Closed,314,9.69,Payment method updated
TKT-000501,3766-EJLFL,Internet Connectivity,Low,Chat,Closed,123,18.68,Issue resolved remotely
TKT-000502,3766-EJLFL,Billing,Low,Email,Open,294,70.97,Pending
TKT-000503,3766-EJLFL,Account Access,Low,Chat,Open,316,21.24,Pending
TKT-000504,2761-OCIAX,Billing,Medium,Chat,Closed,201,62.2,Service configuration updated
TKT-000505,2761-OCIAX,Technical Support,High,Phone,Resolved,25,12.8,Escalated to specialist
TKT-000506,6374-NTQLP,Internet Connectivity,Low,Web,Resolved,205,43.57,Escalated to specialist
TKT-000507,4154-AQUGT,Internet Connectivity,High,Phone,In Progress,255,25.5,Pending
TKT-000508,4154-AQUGT,Payment Issue,High,Web,Closed,325,7.72,Issue resolved remotely
TKT-000509,2812-REYAT,Internet Connectivity,Low,Web,Resolved,341,85.22,Payment method updated
TKT-000510,2439-LYPMQ,Internet Connectivity,Medium,Web,Resolved,46,29.14,Billing adjustment applied
